sound_id,category_audio,categories_use,recommended_noise,mix_ratio_layer1,mix_ratio_layer2,needs_review,source_note,TH_C_score,DN_S_score,SS_R_score,SM_F_score,HB_M_score,profile_score_note
ambience_underwater_underwater_current,underwater,"falling_asleep,meditation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: underwater current = continuous flow],6.5,6.5,5.7,5.9,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=6.5[sp6.5/u6.0/n6/d9.0 neutral] | SS_R=5.7[sp5.0/u5.2/n6/d9.0 neutral] | SM_F=5.9[sp5.0/u5.2/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_underwater_designed_flush_01,underwater,"meditation,daily",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: flush = burst transient],6.9,5.4,5.5,6.3,5.7,TH_C=6.9[sp5.0/u6.8/n10/d9.0 neutral] | DN_S=5.4[sp6.5/u2.2/n6/d9.0 neutral] | SS_R=5.5[sp5.0/u4.5/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.7[sp5.0/u5.2/n6/d9.0 neutral]
ambience_underwater_underwater_designed_running_03,underwater,"relaxation,meditation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: designed_running water],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_underwater_designed_running_04,underwater,"relaxation,meditation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _03],6.5,5.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.8[sp6.5/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
ambience_underwater_underwater_drone_hum,underwater,"sleep_deep,meditation,anxiety",pink_lowpass_4000,0.30,0.70,false,[FROM_RESEARCH: Bible v3 ред 91 — drone hum constant = идеален masker за SOS] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],5.5,7.8,7.0,5.5,4.5,TH_C=5.5[sp3.0/u4.5/n10/d9.0 -drone] | DN_S=7.8[sp8.5/u7.5/n6/d9.0 +drone] | SS_R=7.0[sp5.0/u9.8/n6/d9.0 neutral] | SM_F=5.5[sp3.5/u6.0/n7/d9.0 neutral] | HB_M=4.5[sp2.0/u5.2/n6/d9.0 -drone] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
ambience_underwater_waterfall,underwater,"meditation,relaxation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: underwater waterfall = muffled fall],6.5,6.8,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=6.8[sp9.0/u3.8/n6/d9.0 +waterfall] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
designed_drone_sub_deep_underwater,underwater,"sleep_deep,meditation,anxiety",pink_lowpass_4000,0.30,0.70,false,[FROM_RESEARCH: Bible v3 ред 91 — sub_deep drone = max-depth SOS masker] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],4.2,8.3,6.6,5.1,3.7,"TH_C=4.2[sp0.0/u4.5/n10/d9.0 -sub,-drone] | DN_S=8.3[sp10.0/u7.5/n6/d9.0 +deep,+sub] | SS_R=6.6[sp4.0/u9.8/n6/d9.0 neutral] | SM_F=5.1[sp2.5/u6.0/n7/d9.0 neutral] | HB_M=3.7[sp0.0/u5.2/n6/d9.0 -sub,-drone]"
water_bubbles_aqua_massage_bubbling_01,underwater,"relaxation,meditation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: aqua_massage bubbling = soft bubbles],6.5,5.2,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
water_bubbles_bubbling_witchs_cauldron,underwater,"relaxation,meditation",pink_lowpass_4000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: cauldron bubbling = playful active],6.5,5.2,5.9,6.3,5.9,TH_C=6.5[sp5.0/u5.2/n10/d9.0 neutral] | DN_S=5.2[sp5.0/u3.8/n6/d9.0 neutral] | SS_R=5.9[sp5.0/u6.0/n6/d9.0 neutral] | SM_F=6.3[sp5.0/u6.8/n7/d9.0 neutral] | HB_M=5.9[sp5.0/u6.0/n6/d9.0 neutral]
water_waterfall_large_waterfall_10_meters_constant_hum_mkh8040_40,underwater,"relaxation,daily,anxiety",brown_lowpass_1000,0.30,0.70,false,[FROM_FILENAME_INFERENCE: constant_hum = идеален broadband masker → anxiety; large waterfall не за sleep] | [§2.1: mix→0.30/0.70 за anxiety/SOS dominance; FROM_RESEARCH: въпросник ред 18 — brown noise идеален за тревожност],7.3,7.5,7.5,7.1,6.2,TH_C=7.3[sp5.0/u8.2/n9/d10.0 neutral] | DN_S=7.5[sp9.0/u4.5/n8/d10.0 +waterfall] | SS_R=7.5[sp5.0/u9.8/n8/d10.0 neutral] | SM_F=7.1[sp4.0/u9.0/n9/d10.0 neutral] | HB_M=6.2[sp5.0/u7.5/n5/d10.0 neutral] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
water_waterfall_steady_perspective,underwater,"relaxation,falling_asleep",brown_lowpass_1000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: steady = constant masker] | [REMOVED anxiety §2.1: insufficient masking depth],6.6,8.2,6.2,6.6,6.2,TH_C=6.6[sp5.0/u6.0/n9/d10.0 neutral] | DN_S=8.2[sp9.0/u6.8/n8/d10.0 +waterfall] | SS_R=6.2[sp5.0/u5.2/n8/d10.0 neutral] | SM_F=6.6[sp5.0/u6.0/n9/d10.0 neutral] | HB_M=6.2[sp5.0/u7.5/n5/d10.0 neutral]
water_waterfall_waterfall_powerful,underwater,"daily,relaxation",brown_lowpass_1000,0.70,0.30,true,[FROM_FILENAME_INFERENCE: powerful = high energy → не sleep; SUSPECT — needs spectral check],5.8,6.0,4.2,6.5,4.1,TH_C=5.8[sp3.0/u7.5/n9/d5.0 -powerful] | DN_S=6.0[sp7.5/u3.0/n8/d5.0 +waterfall] | SS_R=4.2[sp2.0/u4.5/n8/d5.0 -powerful] | SM_F=6.5[sp5.0/u7.5/n9/d5.0 neutral] | HB_M=4.1[sp1.5/u6.8/n5/d5.0 -powerful]
ambience_forest_winter_calm_light_wind_oslo_ostmarka_01,wind,"falling_asleep,relaxation",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: calm+light_wind = идеален заспиване],7.1,6.9,8.3,5.9,8.8,"TH_C=7.1[sp8.0/u6.0/n6/d9.0 neutral] | DN_S=6.9[sp5.0/u6.8/n10/d9.0 neutral] | SS_R=8.3[sp10.0/u5.2/n9/d9.0 +calm] | SM_F=5.9[sp5.0/u6.0/n6/d9.0 neutral] | HB_M=8.8[sp10.0/u7.5/n8/d9.0 +light,+calm] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]"
ambience_forest_winter_calm_light_wind_single_bird_distant_oslo_ostmarka_01,wind,"falling_asleep,relaxation",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: calm+light + 1 distant bird (rare transient)],7.3,7.3,8.3,5.9,8.8,"TH_C=7.3[sp8.5/u6.0/n6/d9.0 neutral] | DN_S=7.3[sp6.0/u6.8/n10/d9.0 neutral] | SS_R=8.3[sp10.0/u5.2/n9/d9.0 +calm,+distant] | SM_F=5.9[sp5.0/u6.0/n6/d9.0 neutral] | HB_M=8.8[sp10.0/u7.5/n8/d9.0 +light,+distant] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]"
wind_general_abandoned_factory_chimney_wind_gusts_light_whistling_mic_upwards_distant_traffic_hum_humberstone_chile,wind,"relaxation,daily",brown_lowpass_500,0.70,0.30,false,[FROM_FILENAME_INFERENCE: whistling+gusts+distant_traffic = mixed urban-natural],6.6,4.2,6.9,5.4,8.2,"TH_C=6.6[sp6.5/u7.5/n6/d5.5 neutral] | DN_S=4.2[sp2.0/u3.0/n10/d5.5 -whistling] | SS_R=6.9[sp8.0/u4.5/n9/d5.5 +distant] | SM_F=5.4[sp3.5/u7.5/n6/d5.5 neutral] | HB_M=8.2[sp10.0/u6.8/n8/d5.5 +light,+distant]"
wind_general_desert_bushes_twigs_wind_gusts_light_electric_whistling,wind,"relaxation,daily",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: light_electric_whistling = тих текстуриран фон],6.8,4.6,6.0,6.2,8.1,TH_C=6.8[sp6.5/u7.5/n6/d7.0 neutral] | DN_S=4.6[sp2.5/u3.0/n10/d7.0 -whistling] | SS_R=6.0[sp5.5/u4.5/n9/d7.0 neutral] | SM_F=6.2[sp5.0/u7.5/n6/d7.0 neutral] | HB_M=8.1[sp9.5/u6.8/n8/d7.0 +light]
wind_general_desert_close_to_bushes_wind_gusts_twig_branch_close,wind,"relaxation,daily",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: close to bushes = leaf transients],6.3,5.8,6.0,6.3,7.1,TH_C=6.3[sp5.0/u7.5/n6/d9.0 neutral] | DN_S=5.8[sp5.0/u3.0/n10/d9.0 neutral] | SS_R=6.0[sp5.0/u4.5/n9/d9.0 neutral] | SM_F=6.3[sp5.0/u7.5/n6/d9.0 neutral] | HB_M=7.1[sp6.5/u6.8/n8/d9.0 neutral]
wind_general_desert_light_whistling_bagdad_highway_wind_gusts_light_wind_bushes,wind,"relaxation,daily",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: light_whistling = мек wind],6.8,4.6,6.0,6.2,8.1,TH_C=6.8[sp6.5/u7.5/n6/d7.0 neutral] | DN_S=4.6[sp2.5/u3.0/n10/d7.0 -whistling] | SS_R=6.0[sp5.5/u4.5/n9/d7.0 neutral] | SM_F=6.2[sp5.0/u7.5/n6/d7.0 neutral] | HB_M=8.1[sp9.5/u6.8/n8/d7.0 +light]
wind_general_desert_pampa_perdiz_wind_gusts_dark_02,wind,"relaxation,falling_asleep",brown_lowpass_1000,0.85,0.15,false,"[FROM_FILENAME_INFERENCE: dark_gusts = bass-shifted, по-warm]",6.5,6.5,6.1,6.5,6.8,TH_C=6.5[sp5.0/u6.0/n9/d9.0 neutral] | DN_S=6.5[sp5.0/u6.8/n8/d9.0 neutral] | SS_R=6.1[sp5.0/u5.2/n8/d9.0 neutral] | SM_F=6.5[sp5.0/u6.0/n9/d9.0 neutral] | HB_M=6.8[sp6.5/u7.5/n5/d9.0 neutral]
wind_general_desert_pampa_perdiz_wind_gusts_dark_03,wind,"relaxation,falling_asleep",brown_lowpass_1000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: variant of _02],6.5,6.5,6.1,6.5,6.8,TH_C=6.5[sp5.0/u6.0/n9/d9.0 neutral] | DN_S=6.5[sp5.0/u6.8/n8/d9.0 neutral] | SS_R=6.1[sp5.0/u5.2/n8/d9.0 neutral] | SM_F=6.5[sp5.0/u6.0/n9/d9.0 neutral] | HB_M=6.8[sp6.5/u7.5/n5/d9.0 neutral]
wind_general_high_cliff_alto_patache_chile_01,wind,"relaxation,daily",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: high_cliff wind = exposed broad wind],6.3,5.8,6.0,6.3,7.1,TH_C=6.3[sp5.0/u7.5/n6/d9.0 neutral] | DN_S=5.8[sp5.0/u3.0/n10/d9.0 neutral] | SS_R=6.0[sp5.0/u4.5/n9/d9.0 neutral] | SM_F=6.3[sp5.0/u7.5/n6/d9.0 neutral] | HB_M=7.1[sp6.5/u6.8/n8/d9.0 neutral]
wind_general_iron_wire_sculpture_light_metallic_creaking_noise_wind_gusts_light_whistling_alto_patache_chile,wind,"daily,relaxation",brown_lowpass_500,0.70,0.30,false,[FROM_FILENAME_INFERENCE: metallic_creaking = bright transients → не sleep],6.3,3.6,5.5,6.2,8.1,TH_C=6.3[sp5.5/u7.5/n6/d7.0 neutral] | DN_S=3.6[sp0.0/u3.0/n10/d7.0 -whistling] | SS_R=5.5[sp4.0/u4.5/n9/d7.0 neutral] | SM_F=6.2[sp5.0/u7.5/n6/d7.0 neutral] | HB_M=8.1[sp9.5/u6.8/n8/d7.0 +light]
wind_general_large_tree_foliage_01,wind,"relaxation,falling_asleep",brown_lowpass_1000,0.85,0.15,false,[FROM_FILENAME_INFERENCE: large tree foliage = богат rustling],6.5,6.5,6.1,6.5,6.8,TH_C=6.5[sp5.0/u6.0/n9/d9.0 neutral] | DN_S=6.5[sp5.0/u6.8/n8/d9.0 neutral] | SS_R=6.1[sp5.0/u5.2/n8/d9.0 neutral] | SM_F=6.5[sp5.0/u6.0/n9/d9.0 neutral] | HB_M=6.8[sp6.5/u7.5/n5/d9.0 neutral]
wind_general_light_whistling_gusts_alto_patache_chile,wind,"relaxation,daily",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: light_whistling = mild high-end],6.8,4.6,6.0,6.2,8.1,TH_C=6.8[sp6.5/u7.5/n6/d7.0 neutral] | DN_S=4.6[sp2.5/u3.0/n10/d7.0 -whistling] | SS_R=6.0[sp5.5/u4.5/n9/d7.0 neutral] | SM_F=6.2[sp5.0/u7.5/n6/d7.0 neutral] | HB_M=8.1[sp9.5/u6.8/n8/d7.0 +light]
wind_general_light_wind_iron_wire_weather_station_barbed_wire_low_whistling_wind_gusts_alto_patache_chile,wind,"relaxation,daily",brown_lowpass_500,0.70,0.30,false,[FROM_FILENAME_INFERENCE: low_whistling+barbed_wire = metallic context],6.8,5.4,6.0,6.2,8.1,"TH_C=6.8[sp6.5/u7.5/n6/d7.0 neutral] | DN_S=5.4[sp4.5/u3.0/n10/d7.0 +low,-whistling] | SS_R=6.0[sp5.5/u4.5/n9/d7.0 neutral] | SM_F=6.2[sp5.0/u7.5/n6/d7.0 neutral] | HB_M=8.1[sp9.5/u6.8/n8/d7.0 +light]"
wind_general_plastic_telescope_gusts_salar_atacama,wind,"daily,relaxation",brown_lowpass_500,0.70,0.30,false,[FROM_FILENAME_INFERENCE: plastic_telescope = artificial resonance],6.3,5.8,6.0,6.3,7.1,TH_C=6.3[sp5.0/u7.5/n6/d9.0 neutral] | DN_S=5.8[sp5.0/u3.0/n10/d9.0 neutral] | SS_R=6.0[sp5.0/u4.5/n9/d9.0 neutral] | SM_F=6.3[sp5.0/u7.5/n6/d9.0 neutral] | HB_M=7.1[sp6.5/u6.8/n8/d9.0 neutral]
wind_general_rusty_antenna_howling_alto_patache_chile,wind,"relaxation,daily",brown_lowpass_500,0.70,0.30,false,[FROM_FILENAME_INFERENCE: howling = tonal sustained → noise dominant за маскиране],6.2,5.6,5.2,6.2,6.9,TH_C=6.2[sp5.0/u7.5/n6/d7.0 neutral] | DN_S=5.6[sp5.0/u3.0/n10/d7.0 neutral] | SS_R=5.2[sp3.5/u4.5/n9/d7.0 neutral] | SM_F=6.2[sp5.0/u7.5/n6/d7.0 neutral] | HB_M=6.9[sp6.5/u6.8/n8/d7.0 neutral]
wind_general_steady_wind_light_movement_cold,wind,"sleep_deep,falling_asleep",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: steady+light = идеален continuous masker за sleep],6.2,8.3,6.5,5.3,8.2,TH_C=6.2[sp6.5/u4.5/n6/d10.0 neutral] | DN_S=8.3[sp6.5/u9.0/n10/d10.0 neutral] | SS_R=6.5[sp6.5/u3.8/n9/d10.0 neutral] | SM_F=5.3[sp5.0/u3.8/n6/d10.0 neutral] | HB_M=8.2[sp9.5/u6.0/n8/d10.0 +light]
wind_general_wilderness_medium_movement_cold_01,wind,"relaxation,falling_asleep",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: medium wilderness wind],6.3,6.9,6.3,6.5,7.3,TH_C=6.3[sp6.0/u6.0/n6/d9.0 neutral] | DN_S=6.9[sp5.0/u6.8/n10/d9.0 neutral] | SS_R=6.3[sp5.0/u5.2/n9/d9.0 neutral] | SM_F=6.5[sp6.5/u6.0/n6/d9.0 neutral] | HB_M=7.3[sp6.5/u7.5/n8/d9.0 neutral]
wind_gust_cold_mountain_wind_gusts_varied_intensity_01,wind,"daily,relaxation",brown_lowpass_500,0.70,0.30,false,[FROM_FILENAME_INFERENCE: varied_intensity = неравномерен → не sleep],6.8,6.4,6.0,6.3,7.1,TH_C=6.8[sp6.0/u7.5/n6/d9.0 neutral] | DN_S=6.4[sp6.5/u3.0/n10/d9.0 neutral] | SS_R=6.0[sp5.0/u4.5/n9/d9.0 neutral] | SM_F=6.3[sp5.0/u7.5/n6/d9.0 neutral] | HB_M=7.1[sp6.5/u6.8/n8/d9.0 neutral]
wind_gust_distant_bush_light_whistling_valley,wind,"relaxation,falling_asleep",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: distant+light = soft remote wind],6.7,6.1,7.3,5.7,8.6,"TH_C=6.7[sp7.5/u6.0/n6/d7.0 neutral] | DN_S=6.1[sp3.5/u6.8/n10/d7.0 -whistling] | SS_R=7.3[sp8.0/u5.2/n9/d7.0 +distant] | SM_F=5.7[sp5.0/u6.0/n6/d7.0 neutral] | HB_M=8.6[sp10.0/u7.5/n8/d7.0 +light,+distant] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]"
wind_gust_salt_desert_salar_atacama_chile,wind,"relaxation,daily",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: salt_desert gust = open exposed wind],6.3,5.8,6.0,6.3,7.1,TH_C=6.3[sp5.0/u7.5/n6/d9.0 neutral] | DN_S=5.8[sp5.0/u3.0/n10/d9.0 neutral] | SS_R=6.0[sp5.0/u4.5/n9/d9.0 neutral] | SM_F=6.3[sp5.0/u7.5/n6/d9.0 neutral] | HB_M=7.1[sp6.5/u6.8/n8/d9.0 neutral]
wind_gust_whistling_garden_alto_patache_chile,wind,"relaxation,daily",brown_lowpass_500,0.70,0.30,false,[FROM_FILENAME_INFERENCE: whistling garden = mid-high tonal],6.2,4.6,5.5,6.2,6.9,TH_C=6.2[sp5.0/u7.5/n6/d7.0 neutral] | DN_S=4.6[sp2.5/u3.0/n10/d7.0 -whistling] | SS_R=5.5[sp4.0/u4.5/n9/d7.0 neutral] | SM_F=6.2[sp5.0/u7.5/n6/d7.0 neutral] | HB_M=6.9[sp6.5/u6.8/n8/d7.0 neutral]
wind_tonal_light_pole_whistling_wind_gusts_desert_alto_patache,wind,daily,brown_lowpass_500,0.50,0.50,false,[FROM_FILENAME_INFERENCE: tonal_whistling може да резонира с tinnitus → equal mix за strong masking; only daily],5.8,3.1,4.5,5.0,7.0,"TH_C=5.8[sp6.5/u4.5/n6/d7.0 neutral] | DN_S=3.1[sp0.5/u0.8/n10/d7.0 -whistling,-tonal] | SS_R=4.5[sp4.0/u1.5/n9/d7.0 neutral] | SM_F=5.0[sp5.0/u3.8/n6/d7.0 neutral] | HB_M=7.0[sp9.5/u3.0/n8/d7.0 +light]"
wind_tonal_wind_howling_barbed_wire_fence_tierra_del_fuego_argentina_01,wind,daily,brown_lowpass_500,0.50,0.50,false,[FROM_FILENAME_INFERENCE: tonal_howling = sustained tone → similar risk; equal mix],5.2,4.1,3.8,5.0,5.8,TH_C=5.2[sp5.0/u4.5/n6/d7.0 neutral] | DN_S=4.1[sp3.0/u0.8/n10/d7.0 -tonal] | SS_R=3.8[sp2.0/u1.5/n9/d7.0 neutral] | SM_F=5.0[sp5.0/u3.8/n6/d7.0 neutral] | HB_M=5.8[sp6.5/u3.0/n8/d7.0 neutral]
wind_tonal_wind_whistling_distant_fog_collector_alto_patache,wind,daily,brown_lowpass_500,0.50,0.50,false,[FROM_FILENAME_INFERENCE: tonal_whistling distant = sustained → equal mix],5.7,3.5,5.0,5.0,6.8,"TH_C=5.7[sp6.0/u4.5/n6/d7.0 neutral] | DN_S=3.5[sp1.5/u0.8/n10/d7.0 -whistling,-tonal] | SS_R=5.0[sp5.0/u1.5/n9/d7.0 +distant] | SM_F=5.0[sp5.0/u3.8/n6/d7.0 neutral] | HB_M=6.8[sp9.0/u3.0/n8/d7.0 +distant]"
wind_tonal_wind_whistling_iron_fence_movement_wind_gusts_distant_city_hum_desert_outskirts_twentynine_palms,wind,daily,brown_lowpass_500,0.50,0.50,false,[FROM_FILENAME_INFERENCE: tonal+city_hum = compound tonal → equal mix],5.7,3.5,5.0,5.0,6.8,"TH_C=5.7[sp6.0/u4.5/n6/d7.0 neutral] | DN_S=3.5[sp1.5/u0.8/n10/d7.0 -whistling,-tonal] | SS_R=5.0[sp5.0/u1.5/n9/d7.0 +distant] | SM_F=5.0[sp5.0/u3.8/n6/d7.0 neutral] | HB_M=6.8[sp9.0/u3.0/n8/d7.0 +distant]"
wind_vegetation_desert_wind_grass_blowing_in_wind_gusts_distant_traffic_hum_outskirts_01,wind,"daily,relaxation",brown_lowpass_500,0.70,0.30,false,[FROM_FILENAME_INFERENCE: grass+distant_traffic_hum = urban-natural mix],6.2,6.2,6.9,5.6,8.0,TH_C=6.2[sp5.0/u7.5/n6/d7.5 neutral] | DN_S=6.2[sp6.5/u3.0/n10/d7.5 +low] | SS_R=6.9[sp7.5/u4.5/n9/d7.5 +distant] | SM_F=5.6[sp3.5/u7.5/n6/d7.5 neutral] | HB_M=8.0[sp9.0/u6.8/n8/d7.5 +distant]
wind_vegetation_desert_wind_grass_blowing_in_wind_gusts_distant_traffic_hum_outskirts_02,wind,"daily,relaxation",brown_lowpass_500,0.70,0.30,false,[FROM_FILENAME_INFERENCE: variant of _01],6.2,6.2,6.9,5.6,8.0,TH_C=6.2[sp5.0/u7.5/n6/d7.5 neutral] | DN_S=6.2[sp6.5/u3.0/n10/d7.5 +low] | SS_R=6.9[sp7.5/u4.5/n9/d7.5 +distant] | SM_F=5.6[sp3.5/u7.5/n6/d7.5 neutral] | HB_M=8.0[sp9.0/u6.8/n8/d7.5 +distant]
wind_vegetation_desert_wind_grass_blowing_in_wind_gusts_distant_traffic_hum_outskirts_03,wind,"daily,relaxation",brown_lowpass_500,0.70,0.30,false,[FROM_FILENAME_INFERENCE: variant of _01],6.2,6.2,6.9,5.6,8.0,TH_C=6.2[sp5.0/u7.5/n6/d7.5 neutral] | DN_S=6.2[sp6.5/u3.0/n10/d7.5 +low] | SS_R=6.9[sp7.5/u4.5/n9/d7.5 +distant] | SM_F=5.6[sp3.5/u7.5/n6/d7.5 neutral] | HB_M=8.0[sp9.0/u6.8/n8/d7.5 +distant]
wind_vegetation_mixed_forest_mountainside_gentle_wind_through_birches_pines_firs_spruces_distant_birds_40,wind,"falling_asleep,relaxation",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: gentle_wind с distant_birds = soft forest],7.1,7.1,8.3,5.9,8.3,"TH_C=7.1[sp8.0/u6.0/n6/d9.0 neutral] | DN_S=7.1[sp5.5/u6.8/n10/d9.0 -rough] | SS_R=8.3[sp10.0/u5.2/n9/d9.0 +distant,+gentle] | SM_F=5.9[sp5.0/u6.0/n6/d9.0 neutral] | HB_M=8.3[sp9.0/u7.5/n8/d9.0 +gentle,+distant] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]"
wind_vegetation_mixed_forest_mountainside_strong_wind_gusts_through_firs_birches_poplars_creaking_tree_40,wind,"daily,relaxation",brown_lowpass_1000,0.70,0.30,true,[FROM_FILENAME_INFERENCE: strong_gusts+creaking_tree → not sleep; SUSPECT — needs spectral check],6.5,4.2,4.5,6.5,3.9,"TH_C=6.5[sp5.0/u7.5/n9/d5.0 neutral] | DN_S=4.2[sp3.0/u3.0/n8/d5.0 -rough] | SS_R=4.5[sp2.5/u4.5/n8/d5.0 -strong] | SM_F=6.5[sp5.0/u7.5/n9/d5.0 neutral] | HB_M=3.9[sp1.0/u6.8/n5/d5.0 -strong,-rough]"
wind_vegetation_mixed_forest_wind_through_pines_birches_poplars_creaking_tree_trunk_leaves_rustling_bird_flyby_40,wind,"daily,relaxation",brown_lowpass_500,0.70,0.30,false,[FROM_FILENAME_INFERENCE: creaking_tree+bird_flyby = bright transients],6.3,4.4,6.0,6.3,6.9,"TH_C=6.3[sp5.0/u7.5/n6/d9.0 neutral] | DN_S=4.4[sp1.5/u3.0/n10/d9.0 -rough] | SS_R=6.0[sp5.0/u4.5/n9/d9.0 neutral] | SM_F=6.3[sp5.0/u7.5/n6/d9.0 neutral] | HB_M=6.9[sp6.0/u6.8/n8/d9.0 +leaves,-rough]"
ambience_forest_wetlands_forest_birds_birdsong,forest,daily,brown_lowpass_1000,0.50,0.50,false,[FROM_FILENAME_INFERENCE: birdsong = bright transients dominant → daily only; equal mix за маскиране],5.8,3.9,5.5,5.8,4.8,TH_C=5.8[sp4.5/u4.5/n9/d9.0 neutral] | DN_S=3.9[sp3.0/u0.8/n8/d9.0 -birdsong] | SS_R=5.5[sp6.5/u1.5/n8/d9.0 neutral] | SM_F=5.8[sp5.0/u3.8/n9/d9.0 neutral] | HB_M=4.8[sp5.0/u3.0/n5/d9.0 neutral]
ambience_forest_wetlands_snowing_droplets_distant,forest,"falling_asleep,relaxation",brown_lowpass_500,0.85,0.15,false,[FROM_FILENAME_INFERENCE: snowing_droplets_distant = много меки далечни звуци],6.3,7.3,7.9,5.9,7.8,TH_C=6.3[sp6.0/u6.0/n6/d9.0 neutral] | DN_S=7.3[sp6.0/u6.8/n10/d9.0 neutral] | SS_R=7.9[sp9.0/u5.2/n9/d9.0 +distant] | SM_F=5.9[sp5.0/u6.0/n6/d9.0 neutral] | HB_M=7.8[sp7.5/u7.5/n8/d9.0 +distant] | [FALLBACK: green_noise предстои Phase 2 — SS_R compensated by calm_nature/meditation_music]
ambience_forest_wetlands_winter_wildlife_birds,forest,"daily,relaxation",brown_lowpass_1000,0.70,0.30,false,[FROM_FILENAME_INFERENCE: wildlife+birds = transients],6.8,5.4,6.5,7.0,5.9,TH_C=6.8[sp4.5/u7.5/n9/d9.0 neutral] | DN_S=5.4[sp5.0/u3.0/n8/d9.0 neutral] | SS_R=6.5[sp6.5/u4.5/n8/d9.0 neutral] | SM_F=7.0[sp5.0/u7.5/n9/d9.0 neutral] | HB_M=5.9[sp5.0/u6.8/n5/d9.0 neutral]
